Case_ID,Location_City,Location_State,Urban_Specific,Date_of_Marriage,Date_of_Separation,Date_of_Divorce,Duration_of_Marriage_Years,Divorce_Reason,Counseling_Attempted,Mediation_Used,Solution_Adopted,Process_Status,Legal_Process_Duration_Months,Children_Custody,Child_Support,Number_of_Children,Work_Life_Stress,Social_Media_Influence,Support_Network,COVID_Impact,Repeat_Marriage,Age_At_Marriage_Wife,Age_At_Marriage_Husband
143,Delhi,Delhi,TRUE,2010-02-17,2016-06-03,2016-06-22,6.3,Unrealistic Expectations,No,No,Divorce,Settled,21,NA,No,0,Medium,Yes,None,No,No,31,36
144,Hyderabad,Telangana,TRUE,2017-11-05,2023-02-20,2025-07-20,7.7,Career Prioritization,No,Yes,Counseling,Ongoing,12,NA,No,0,Low,No,NGO,Yes,No,32,35
145,Ahmedabad,Gujarat,TRUE,2018-03-19,2024-08-26,2025-01-21,6.8,Career Prioritization,Yes,No,Mediation,Settled,22,NA,No,2,Medium,Yes,Parents,Yes,No,28,31
146,Kolkata,West Bengal,TRUE,2013-08-25,2023-11-18,2023-06-25,9.8,Unrealistic Expectations,Yes,No,Counseling,Settled,17,NA,No,0,Low,Yes,Friends,No,No,30,36
147,Pune,Maharashtra,TRUE,2017-03-29,2025-05-07,2025-05-27,8.2,Career Prioritization,Yes,No,Divorce,Pending,9,Joint,Yes,1,Low,Yes,None,No,No,24,29
148,Kolkata,West Bengal,TRUE,2016-02-28,2020-07-02,2021-05-02,5.2,Work-Life Imbalance,Yes,Yes,Mediation,Reconciled,21,Joint,No,2,Medium,Yes,None,No,No,30,34
149,Ahmedabad,Gujarat,TRUE,2011-02-20,2020-04-04,2020-05-12,9.2,Infidelity,No,No,Reconciliation,Ongoing,11,NA,Yes,0,Low,Yes,NGO,Yes,No,24,26
150,Hyderabad,Telangana,TRUE,2012-09-14,2022-03-10,2023-06-18,10.8,Unrealistic Expectations,Yes,No,Divorce,Settled,15,Mother,Yes,1,Medium,Yes,Friends,No,No,23,23
151,Hyderabad,Telangana,TRUE,2012-01-29,2017-05-16,2019-11-09,7.8,Financial Stress,Yes,No,Counseling,Settled,18,NA,Yes,1,Medium,Yes,None,No,No,27,30
152,Pune,Maharashtra,TRUE,2018-03-12,,,7.3,Career Prioritization,Yes,No,Counseling,Ongoing,16,NA,No,1,Medium,Yes,Friends,No,No,23,23
153,Mumbai,Maharashtra,TRUE,2019-09-21,,,5.8,Lack of Compatibility,No,No,Divorce,Pending,12,NA,Yes,0,Medium,Yes,NGO,No,No,27,28
154,Delhi,Delhi,TRUE,2019-10-16,2022-01-03,2023-01-14,3.2,Financial Stress,Yes,No,Mediation,Ongoing,20,Mother,No,1,High,Yes,Friends,No,No,30,35
155,Gurgaon,Haryana,TRUE,2014-04-02,2024-05-05,,11.3,Infidelity,Yes,Yes,Mediation,Reconciled,15,NA,Yes,2,Medium,Yes,Parents,No,Yes,26,26
156,Noida,Uttar Pradesh,TRUE,2014-12-13,2023-01-23,2025-01-27,10.1,In-Laws Conflict,Yes,Yes,Reconciliation,Ongoing,20,NA,Yes,0,Low,Yes,Parents,No,No,29,33
157,Hyderabad,Telangana,TRUE,2018-01-12,,,7.5,Lack of Communication,Yes,No,Family Intervention,Pending,6,NA,Yes,1,High,No,NGO,Yes,No,32,35
158,Bengaluru,Karnataka,TRUE,2016-12-06,,,8.6,Infidelity,No,No,Counseling,Ongoing,13,NA,No,0,High,No,Friends,No,No,30,35
159,Mumbai,Maharashtra,TRUE,2012-01-12,2015-04-03,2016-04-27,4.3,Infidelity,No,Yes,Counseling,Pending,5,NA,No,2,Medium,No,NGO,No,No,28,32
160,Noida,Uttar Pradesh,TRUE,2012-07-11,2015-08-27,,13.0,Infidelity,Yes,Yes,Reconciliation,Pending,17,NA,Yes,0,Low,Yes,NGO,No,No,29,33
161,Gurgaon,Haryana,TRUE,2018-09-30,2021-12-01,2021-08-13,2.9,Lack of Compatibility,No,Yes,Family Intervention,Reconciled,17,NA,No,0,High,Yes,NGO,No,No,32,32
162,Gurgaon,Haryana,TRUE,2016-05-26,2019-11-28,,9.1,Lack of Communication,No,Yes,Reconciliation,Pending,10,NA,No,1,Medium,Yes,None,No,No,28,30
163,Mumbai,Maharashtra,TRUE,2016-07-21,2022-06-23,2023-10-25,7.3,Lack of Compatibility,No,No,Family Intervention,Settled,7,NA,Yes,1,Medium,No,NGO,Yes,No,31,32
164,Chennai,Tamil Nadu,TRUE,2017-05-14,2023-01-28,,8.1,Work-Life Imbalance,Yes,No,Mediation,Pending,7,NA,Yes,1,High,No,Friends,No,No,29,32
165,Mumbai,Maharashtra,TRUE,2018-09-19,2024-11-09,,6.8,Lack of Communication,No,Yes,Divorce,Pending,16,NA,No,1,High,No,None,No,No,24,29
166,Hyderabad,Telangana,TRUE,2016-09-16,2019-11-23,2019-07-14,2.8,In-Laws Conflict,Yes,No,Family Intervention,Reconciled,17,NA,Yes,0,Medium,Yes,NGO,No,No,27,30
167,Kolkata,West Bengal,TRUE,2013-06-25,2017-11-25,2017-05-27,3.9,Lack of Compatibility,Yes,No,Counseling,Settled,12,Mother,No,1,High,No,None,No,No,28,31
168,Mumbai,Maharashtra,TRUE,2017-12-25,2020-01-29,,7.5,Financial Stress,Yes,Yes,Mediation,Settled,7,NA,Yes,1,Medium,Yes,NGO,No,No,23,25
169,Kolkata,West Bengal,TRUE,2013-02-06,2020-07-05,2020-01-11,6.9,Work-Life Imbalance,No,No,Divorce,Pending,12,Mother,No,1,Medium,Yes,Parents,No,No,25,25
170,Ahmedabad,Gujarat,TRUE,2014-12-22,2020-07-23,,10.5,Unrealistic Expectations,Yes,Yes,Family Intervention,Pending,19,NA,Yes,1,High,Yes,Friends,No,No,28,31
171,Kolkata,West Bengal,TRUE,2018-07-21,,,7.0,Career Prioritization,Yes,Yes,Mediation,Settled,21,NA,Yes,0,High,Yes,Friends,No,No,30,33
172,Bengaluru,Karnataka,TRUE,2016-10-16,2022-02-23,,8.7,Lack of Communication,Yes,No,Counseling,Pending,5,NA,Yes,0,Low,Yes,NGO,No,No,26,26
173,Hyderabad,Telangana,TRUE,2013-03-28,2018-04-20,,12.3,Career Prioritization,Yes,Yes,Family Intervention,Pending,13,NA,No,1,High,No,Friends,No,No,27,30
174,Chennai,Tamil Nadu,TRUE,2016-05-24,,,9.1,Infidelity,No,Yes,Family Intervention,Reconciled,14,NA,No,1,Low,Yes,NGO,No,No,23,24
175,Gurgaon,Haryana,TRUE,2014-01-13,2017-08-31,2017-06-17,3.4,Work-Life Imbalance,No,No,Divorce,Ongoing,7,Father,No,1,Medium,Yes,Parents,No,No,27,33
176,Hyderabad,Telangana,TRUE,2010-08-07,2020-03-07,2022-04-27,11.7,Lack of Communication,Yes,No,Family Intervention,Settled,22,NA,Yes,0,High,Yes,NGO,Yes,No,30,30
177,Mumbai,Maharashtra,TRUE,2019-05-16,,,6.1,In-Laws Conflict,No,Yes,Reconciliation,Pending,14,Mother,No,1,Low,Yes,NGO,No,No,25,31
178,Bengaluru,Karnataka,TRUE,2019-09-01,,,5.8,In-Laws Conflict,Yes,No,Reconciliation,Reconciled,12,Mother,Yes,1,Medium,No,Parents,Yes,No,23,29
179,Hyderabad,Telangana,TRUE,2019-03-07,,,6.3,Work-Life Imbalance,No,No,Mediation,Pending,20,NA,No,0,Medium,No,Parents,No,No,26,29
180,Pune,Maharashtra,TRUE,2017-08-18,2024-10-13,,7.9,Career Prioritization,Yes,No,Reconciliation,Settled,7,NA,Yes,0,Low,No,Parents,No,No,32,37
181,Kolkata,West Bengal,TRUE,2016-08-12,2022-09-07,,8.9,Lack of Communication,Yes,No,Divorce,Settled,18,NA,No,0,Low,Yes,NGO,No,No,29,29
182,Pune,Maharashtra,TRUE,2015-12-23,2019-09-01,,9.5,Unrealistic Expectations,Yes,No,Mediation,Pending,19,NA,No,2,High,Yes,Parents,Yes,No,26,27
183,Noida,Uttar Pradesh,TRUE,2014-04-06,2019-10-08,,11.2,Infidelity,No,No,Divorce,Pending,20,NA,Yes,1,Low,Yes,NGO,No,No,28,32
184,Noida,Uttar Pradesh,TRUE,2012-04-25,2015-05-21,2017-08-06,5.3,Financial Stress,No,No,Family Intervention,Ongoing,8,Mother,Yes,1,Low,Yes,Parents,No,No,23,24
185,Noida,Uttar Pradesh,TRUE,2013-03-07,2023-10-25,,12.3,Lack of Compatibility,Yes,No,Counseling,Reconciled,14,NA,No,0,Low,Yes,Parents,No,No,32,38
186,Hyderabad,Telangana,TRUE,2018-07-12,,,7.0,Infidelity,Yes,Yes,Mediation,Ongoing,11,Joint,No,1,High,Yes,Friends,No,No,23,26
187,Gurgaon,Haryana,TRUE,2012-06-30,2018-05-10,2018-06-19,6.0,Financial Stress,Yes,No,Family Intervention,Settled,11,Father,No,2,Medium,No,Friends,No,No,27,33
188,Ahmedabad,Gujarat,TRUE,2013-06-09,2019-03-16,,12.1,Infidelity,Yes,No,Family Intervention,Pending,14,NA,Yes,2,Low,Yes,NGO,Yes,No,28,29
189,Bengaluru,Karnataka,TRUE,2015-07-04,2022-03-28,2022-04-05,6.8,Domestic Violence,Yes,No,Reconciliation,Pending,7,NA,Yes,0,High,Yes,Parents,No,No,23,27
190,Delhi,Delhi,TRUE,2013-10-14,2018-11-02,2020-03-14,6.4,Lack of Compatibility,Yes,Yes,Reconciliation,Reconciled,8,NA,No,0,High,No,Parents,No,No,31,32
191,Kolkata,West Bengal,TRUE,2016-04-26,2024-11-21,2025-08-29,9.3,Career Prioritization,No,Yes,Family Intervention,Settled,6,NA,No,0,Medium,Yes,Parents,No,No,29,29
192,Pune,Maharashtra,TRUE,2016-03-08,2021-08-04,2021-06-03,5.2,Career Prioritization,No,Yes,Counseling,Pending,18,NA,Yes,0,High,Yes,None,No,No,30,36
193,Bengaluru,Karnataka,TRUE,2010-02-02,2016-12-08,2017-09-20,7.6,Financial Stress,Yes,No,Counseling,Ongoing,16,Mother,No,2,High,Yes,NGO,No,No,28,31
194,Ahmedabad,Gujarat,TRUE,2014-06-29,2021-10-30,,11.0,Domestic Violence,No,No,Mediation,Pending,21,NA,No,1,High,Yes,None,No,Yes,30,32
195,Noida,Uttar Pradesh,TRUE,2014-05-16,2017-02-03,2018-10-21,4.4,In-Laws Conflict,Yes,No,Reconciliation,Reconciled,5,NA,No,1,Medium,Yes,Parents,No,No,27,33
196,Kolkata,West Bengal,TRUE,2017-01-07,,,8.5,Unrealistic Expectations,No,No,Reconciliation,Ongoing,12,NA,Yes,1,Low,Yes,Friends,No,No,23,26
197,Bengaluru,Karnataka,TRUE,2018-09-17,2025-01-19,,6.8,Work-Life Imbalance,Yes,No,Counseling,Ongoing,18,NA,No,1,High,No,Friends,No,No,30,31
198,Gurgaon,Haryana,TRUE,2016-10-28,2024-07-08,,8.7,Financial Stress,No,No,Counseling,Reconciled,16,NA,No,1,Low,Yes,NGO,Yes,No,24,27
199,Delhi,Delhi,TRUE,2013-04-19,2020-09-02,2022-12-29,9.7,Unrealistic Expectations,No,No,Counseling,Ongoing,19,NA,Yes,0,High,Yes,Friends,No,No,27,27
200,Hyderabad,Telangana,TRUE,2012-10-15,2019-05-16,2020-06-11,7.7,Lack of Communication,Yes,Yes,Counseling,Reconciled,20,NA,Yes,0,Medium,Yes,None,No,No,29,35
201,Hyderabad,Telangana,TRUE,2012-03-17,2020-10-25,,13.3,Unrealistic Expectations,No,No,Family Intervention,Settled,6,NA,No,0,Low,Yes,None,Yes,No,28,28
202,Chennai,Tamil Nadu,TRUE,2014-11-30,2020-04-26,2022-08-08,7.7,Lack of Communication,Yes,Yes,Counseling,Pending,10,NA,No,0,Medium,No,NGO,No,No,23,27
203,Ahmedabad,Gujarat,TRUE,2010-01-13,2013-11-09,2014-09-21,4.7,Financial Stress,Yes,No,Counseling,Settled,17,NA,No,0,Medium,Yes,Friends,No,No,24,28
204,Noida,Uttar Pradesh,TRUE,2013-01-17,2023-11-20,2023-04-17,10.3,Infidelity,Yes,No,Counseling,Settled,17,Joint,Yes,1,Low,Yes,Friends,No,No,25,29
205,Chennai,Tamil Nadu,TRUE,2019-06-21,2022-08-22,2023-07-10,4.1,Infidelity,Yes,No,Counseling,Reconciled,15,NA,Yes,0,Medium,Yes,NGO,No,No,31,31
206,Gurgaon,Haryana,TRUE,2012-04-26,2020-07-26,2020-12-18,8.7,Work-Life Imbalance,Yes,Yes,Family Intervention,Reconciled,11,NA,Yes,0,Low,Yes,NGO,Yes,No,30,35
207,Pune,Maharashtra,TRUE,2017-02-27,,,8.3,Domestic Violence,Yes,Yes,Divorce,Reconciled,7,Mother,No,2,Medium,Yes,None,No,No,28,32
208,Gurgaon,Haryana,TRUE,2018-08-01,,,6.9,In-Laws Conflict,No,Yes,Family Intervention,Reconciled,18,Joint,No,1,High,Yes,None,Yes,No,28,28
209,Mumbai,Maharashtra,TRUE,2014-11-22,2024-05-17,,10.6,Work-Life Imbalance,No,Yes,Counseling,Reconciled,7,NA,No,0,High,Yes,Friends,Yes,No,24,28
210,Noida,Uttar Pradesh,TRUE,2014-08-29,2020-08-24,,10.8,Lack of Communication,Yes,No,Divorce,Settled,6,NA,Yes,1,Medium,Yes,Parents,No,No,29,29
211,Hyderabad,Telangana,TRUE,2019-03-03,2023-02-12,,6.3,Financial Stress,Yes,Yes,Reconciliation,Settled,7,NA,Yes,0,Low,Yes,Parents,No,No,30,36
212,Gurgaon,Haryana,TRUE,2012-01-08,2019-05-15,2019-08-17,7.6,In-Laws Conflict,Yes,Yes,Family Intervention,Pending,22,Mother,Yes,1,Low,Yes,NGO,No,No,25,26
213,Delhi,Delhi,TRUE,2014-04-18,2021-11-29,2021-08-05,7.3,Career Prioritization,Yes,No,Divorce,Pending,6,Joint,No,1,Medium,Yes,Parents,No,No,26,32
214,Ahmedabad,Gujarat,TRUE,2017-02-04,,,8.4,Infidelity,Yes,No,Divorce,Reconciled,17,NA,No,1,Low,Yes,None,Yes,No,25,26
215,Ahmedabad,Gujarat,TRUE,2011-12-01,2017-12-22,2017-11-18,6.0,Domestic Violence,No,Yes,Family Intervention,Reconciled,18,NA,No,1,High,No,None,No,No,28,31
216,Delhi,Delhi,TRUE,2017-11-23,2021-10-02,2022-08-15,4.7,Unrealistic Expectations,Yes,No,Family Intervention,Reconciled,5,Joint,Yes,2,High,Yes,None,Yes,No,32,33
217,Noida,Uttar Pradesh,TRUE,2016-07-16,2024-05-31,2025-01-21,8.5,Lack of Communication,Yes,No,Family Intervention,Reconciled,16,Father,No,1,Medium,Yes,Friends,Yes,No,25,27
218,Hyderabad,Telangana,TRUE,2011-07-29,2017-06-23,2018-05-31,6.8,Domestic Violence,Yes,Yes,Divorce,Settled,18,NA,No,0,Medium,Yes,Parents,No,No,32,34
219,Ahmedabad,Gujarat,TRUE,2016-05-13,,,9.1,Domestic Violence,Yes,No,Counseling,Settled,18,Mother,Yes,1,Medium,Yes,Friends,Yes,No,23,23
220,Delhi,Delhi,TRUE,2017-05-13,,,8.1,Financial Stress,No,Yes,Counseling,Reconciled,14,NA,No,2,High,Yes,None,No,No,30,34
221,Mumbai,Maharashtra,TRUE,2018-05-04,2025-04-14,,7.2,Career Prioritization,Yes,No,Family Intervention,Pending,20,NA,No,2,Low,Yes,Parents,No,No,31,32
222,Mumbai,Maharashtra,TRUE,2013-12-12,2021-07-09,2022-04-05,8.3,In-Laws Conflict,No,No,Family Intervention,Ongoing,14,Mother,No,1,Medium,Yes,Parents,No,No,25,27
223,Noida,Uttar Pradesh,TRUE,2012-09-20,2019-02-10,2020-08-25,7.9,Career Prioritization,No,No,Family Intervention,Reconciled,10,NA,No,0,High,No,NGO,No,No,23,26
224,Chennai,Tamil Nadu,TRUE,2015-02-23,2025-01-25,2025-08-10,10.5,Lack of Communication,No,Yes,Divorce,Reconciled,20,NA,Yes,0,Medium,Yes,Friends,No,No,27,33
225,Bengaluru,Karnataka,TRUE,2014-05-02,2018-11-24,2020-01-30,5.8,Domestic Violence,Yes,No,Counseling,Ongoing,18,NA,Yes,0,Medium,No,Parents,No,No,23,29
226,Hyderabad,Telangana,TRUE,2018-07-30,2021-01-25,2021-02-23,2.6,Unrealistic Expectations,Yes,No,Counseling,Ongoing,9,Joint,Yes,1,Low,Yes,Friends,No,No,25,25
227,Mumbai,Maharashtra,TRUE,2013-08-26,2018-06-25,2020-12-01,7.3,Unrealistic Expectations,No,No,Mediation,Ongoing,15,NA,No,1,Low,Yes,Parents,No,No,31,35
228,Ahmedabad,Gujarat,TRUE,2015-12-23,2019-08-27,,9.5,Lack of Communication,No,No,Divorce,Reconciled,21,NA,Yes,0,High,Yes,NGO,No,No,23,24
229,Kolkata,West Bengal,TRUE,2010-07-26,2015-05-26,,14.9,Lack of Communication,No,No,Mediation,Ongoing,19,NA,No,0,Medium,No,Friends,No,No,29,31
230,Bengaluru,Karnataka,TRUE,2015-08-30,2025-01-23,,9.8,Career Prioritization,Yes,No,Counseling,Settled,20,NA,Yes,1,Low,Yes,Parents,No,No,30,31
231,Noida,Uttar Pradesh,TRUE,2015-07-09,2025-12-18,2025-05-21,9.9,Financial Stress,No,No,Divorce,Reconciled,5,Joint,Yes,1,Low,Yes,Parents,No,No,24,26
232,Noida,Uttar Pradesh,TRUE,2015-05-02,2019-12-19,2021-05-31,6.1,Lack of Compatibility,No,No,Mediation,Settled,9,Mother,No,1,Low,Yes,Friends,No,No,25,27
233,Noida,Uttar Pradesh,TRUE,2016-04-14,,,9.2,Unrealistic Expectations,No,Yes,Reconciliation,Pending,7,NA,No,1,Low,No,None,No,No,25,31
234,Pune,Maharashtra,TRUE,2011-11-20,2018-06-19,,13.6,Work-Life Imbalance,Yes,No,Reconciliation,Reconciled,22,NA,No,2,Medium,No,Parents,Yes,No,23,23
235,Mumbai,Maharashtra,TRUE,2012-01-17,2018-06-09,2018-02-06,6.1,Infidelity,No,Yes,Counseling,Pending,8,NA,No,0,Medium,Yes,None,No,No,29,31
236,Pune,Maharashtra,TRUE,2012-04-06,2021-07-06,2022-05-17,10.1,Unrealistic Expectations,No,Yes,Family Intervention,Pending,21,NA,Yes,2,Low,Yes,Friends,No,No,32,37
237,Mumbai,Maharashtra,TRUE,2016-09-16,,,8.8,Lack of Communication,No,No,Mediation,Ongoing,10,NA,Yes,0,High,No,NGO,No,No,26,26
238,Noida,Uttar Pradesh,TRUE,2014-03-27,2021-04-29,2022-09-19,8.5,Financial Stress,Yes,No,Family Intervention,Pending,11,NA,No,0,High,No,Parents,Yes,No,31,37
239,Gurgaon,Haryana,TRUE,2012-03-14,2019-07-17,2019-06-13,7.3,Work-Life Imbalance,No,No,Counseling,Settled,10,Joint,No,1,Medium,No,Friends,No,No,23,25
240,Ahmedabad,Gujarat,TRUE,2011-06-09,2014-09-01,2016-03-11,4.8,Lack of Communication,Yes,No,Divorce,Reconciled,22,Joint,No,1,High,Yes,NGO,No,No,32,32
241,Mumbai,Maharashtra,TRUE,2011-06-22,2016-04-30,,14.0,Lack of Communication,Yes,No,Mediation,Ongoing,19,NA,No,1,High,Yes,Friends,No,No,23,23
242,Gurgaon,Haryana,TRUE,2015-07-30,2025-10-17,,9.9,Unrealistic Expectations,Yes,Yes,Counseling,Reconciled,16,Mother,Yes,1,High,Yes,NGO,No,No,32,33
243,Gurgaon,Haryana,TRUE,2011-08-25,2016-12-12,2018-08-04,6.9,Lack of Communication,No,No,Divorce,Settled,13,Father,Yes,1,Low,Yes,Parents,No,No,23,29
244,Hyderabad,Telangana,TRUE,2019-06-24,,,6.0,Financial Stress,Yes,No,Reconciliation,Reconciled,14,NA,No,2,Medium,Yes,Friends,No,No,25,25
245,Bengaluru,Karnataka,TRUE,2011-12-15,2019-11-12,2021-05-23,9.4,Infidelity,No,Yes,Reconciliation,Pending,14,Father,Yes,1,High,No,Parents,No,No,24,25
246,Pune,Maharashtra,TRUE,2017-12-27,2024-01-04,,7.5,Lack of Compatibility,Yes,Yes,Divorce,Ongoing,9,Mother,Yes,1,High,Yes,Friends,No,No,23,25
247,Delhi,Delhi,TRUE,2010-04-23,2019-08-18,2019-08-26,9.3,Unrealistic Expectations,Yes,No,Mediation,Reconciled,11,NA,Yes,0,Medium,Yes,NGO,No,No,23,26
248,Chennai,Tamil Nadu,TRUE,2016-10-11,2021-12-14,,8.7,Infidelity,Yes,No,Counseling,Settled,7,NA,No,1,Medium,Yes,Parents,No,No,29,35
249,Kolkata,West Bengal,TRUE,2011-11-22,2018-02-17,2020-05-22,8.5,Career Prioritization,No,No,Family Intervention,Settled,20,NA,No,0,Low,Yes,Friends,No,No,30,30
250,Delhi,Delhi,TRUE,2015-07-08,2020-07-24,,10.0,Infidelity,No,No,Mediation,Ongoing,21,NA,No,0,Medium,Yes,Parents,Yes,No,24,28
251,Chennai,Tamil Nadu,TRUE,2015-11-02,2018-09-24,,9.7,Domestic Violence,No,No,Mediation,Ongoing,10,NA,No,0,Low,No,NGO,Yes,No,28,31
252,Chennai,Tamil Nadu,TRUE,2013-05-19,2018-03-01,2018-08-19,5.3,Infidelity,No,No,Mediation,Ongoing,6,NA,Yes,0,High,No,None,No,No,27,28
253,Noida,Uttar Pradesh,TRUE,2012-05-12,2021-05-22,,13.1,Lack of Compatibility,No,Yes,Divorce,Reconciled,9,NA,No,2,Medium,Yes,NGO,No,No,29,30
254,Bengaluru,Karnataka,TRUE,2019-09-18,2025-06-24,,5.8,Domestic Violence,No,Yes,Divorce,Settled,21,NA,No,0,High,Yes,Parents,No,No,31,35
255,Hyderabad,Telangana,TRUE,2012-08-10,2016-02-08,2017-11-18,5.3,Infidelity,Yes,No,Reconciliation,Reconciled,7,Father,Yes,1,Low,Yes,NGO,No,No,26,31
256,Gurgaon,Haryana,TRUE,2012-04-11,2021-01-18,2021-02-04,8.8,Work-Life Imbalance,Yes,Yes,Counseling,Reconciled,22,NA,Yes,0,Low,Yes,None,No,No,28,34
257,Delhi,Delhi,TRUE,2017-09-03,,,7.8,Unrealistic Expectations,Yes,No,Mediation,Pending,14,Mother,Yes,2,Medium,No,Friends,No,No,29,31
258,Chennai,Tamil Nadu,TRUE,2010-05-14,2019-11-30,,15.1,Financial Stress,Yes,No,Counseling,Settled,15,NA,No,2,Low,Yes,Parents,Yes,No,32,38
259,Delhi,Delhi,TRUE,2017-09-25,2025-10-13,2025-06-29,7.8,Lack of Compatibility,No,Yes,Mediation,Pending,7,NA,No,0,High,Yes,NGO,No,No,31,37
260,Bengaluru,Karnataka,TRUE,2015-08-02,2018-07-08,,9.9,Lack of Communication,No,No,Reconciliation,Pending,17,NA,No,2,High,No,Friends,No,No,28,28
261,Bengaluru,Karnataka,TRUE,2012-04-12,2018-05-26,,13.2,Lack of Compatibility,Yes,No,Counseling,Reconciled,22,NA,Yes,1,Low,No,NGO,No,No,23,24
262,Ahmedabad,Gujarat,TRUE,2019-04-21,,,6.2,Lack of Compatibility,Yes,No,Divorce,Pending,13,Father,Yes,1,Medium,Yes,None,Yes,No,24,25
263,Mumbai,Maharashtra,TRUE,2012-12-07,2016-12-29,2017-03-22,4.3,Career Prioritization,Yes,No,Reconciliation,Reconciled,6,NA,Yes,0,Low,Yes,None,No,No,30,34
264,Hyderabad,Telangana,TRUE,2019-09-29,2023-01-01,2023-09-08,3.9,Work-Life Imbalance,No,No,Counseling,Settled,11,NA,No,2,Low,Yes,Friends,Yes,Yes,28,33
265,Ahmedabad,Gujarat,TRUE,2013-08-24,2019-11-29,2021-02-15,7.5,Lack of Communication,Yes,No,Reconciliation,Settled,7,NA,Yes,0,Medium,Yes,None,No,No,30,32
266,Noida,Uttar Pradesh,TRUE,2010-06-14,2013-07-19,2015-06-12,5.0,Lack of Communication,No,No,Divorce,Pending,13,NA,Yes,1,High,Yes,Parents,No,No,31,36
267,Mumbai,Maharashtra,TRUE,2011-11-28,2021-09-19,,13.6,Lack of Compatibility,Yes,No,Counseling,Reconciled,18,NA,No,1,Low,Yes,Friends,No,No,28,33
268,Ahmedabad,Gujarat,TRUE,2018-03-26,,,7.3,Lack of Compatibility,Yes,No,Family Intervention,Pending,21,Mother,No,1,Medium,Yes,None,No,No,32,38
269,Delhi,Delhi,TRUE,2016-09-23,2022-04-02,2022-11-22,6.2,Financial Stress,Yes,No,Reconciliation,Ongoing,7,NA,Yes,0,Low,No,Friends,No,No,32,34
270,Mumbai,Maharashtra,TRUE,2017-08-09,2023-03-03,2023-08-09,6.0,Lack of Communication,Yes,Yes,Family Intervention,Settled,20,NA,No,0,Medium,Yes,NGO,No,No,27,27
271,Gurgaon,Haryana,TRUE,2017-01-14,2025-03-19,2025-12-20,8.9,Infidelity,No,No,Family Intervention,Reconciled,18,NA,Yes,0,Medium,Yes,None,Yes,No,26,29
272,Mumbai,Maharashtra,TRUE,2012-07-17,2018-02-03,2019-07-28,7.0,Lack of Communication,Yes,Yes,Divorce,Settled,16,NA,Yes,0,Medium,Yes,Friends,No,No,27,32
273,Kolkata,West Bengal,TRUE,2011-09-01,2016-11-20,,13.8,In-Laws Conflict,No,No,Reconciliation,Ongoing,9,NA,Yes,2,High,Yes,NGO,Yes,No,32,32
274,Pune,Maharashtra,TRUE,2011-05-19,2019-03-31,2020-03-24,8.9,Domestic Violence,Yes,No,Divorce,Pending,6,Mother,No,1,High,No,NGO,No,No,26,32
275,Pune,Maharashtra,TRUE,2013-08-23,2018-07-08,,11.9,Lack of Communication,Yes,No,Counseling,Ongoing,11,NA,No,1,Medium,Yes,NGO,No,No,28,33
276,Delhi,Delhi,TRUE,2011-09-03,2015-12-04,,13.8,In-Laws Conflict,No,Yes,Family Intervention,Reconciled,16,NA,Yes,1,Low,Yes,Friends,No,No,25,30
277,Noida,Uttar Pradesh,TRUE,2018-02-15,2021-12-26,2023-07-11,5.4,Work-Life Imbalance,Yes,No,Divorce,Reconciled,6,NA,Yes,0,Medium,Yes,None,No,Yes,30,30
278,Bengaluru,Karnataka,TRUE,2013-12-11,2021-01-20,2023-08-03,9.6,In-Laws Conflict,Yes,Yes,Divorce,Reconciled,8,Mother,No,1,Low,No,Friends,No,No,31,31
279,Noida,Uttar Pradesh,TRUE,2012-06-22,2016-01-03,2017-11-25,5.4,Lack of Communication,Yes,No,Mediation,Settled,14,NA,No,0,High,Yes,NGO,Yes,No,27,28
280,Pune,Maharashtra,TRUE,2014-05-12,2021-01-29,,11.1,Career Prioritization,No,No,Family Intervention,Reconciled,10,NA,Yes,1,Medium,Yes,Parents,No,Yes,23,25
281,Pune,Maharashtra,TRUE,2013-07-26,2018-09-20,,11.9,In-Laws Conflict,Yes,Yes,Counseling,Pending,22,NA,Yes,1,Medium,No,None,Yes,No,32,36
282,Noida,Uttar Pradesh,TRUE,2019-01-31,,,6.4,Financial Stress,No,No,Mediation,Ongoing,18,NA,Yes,0,High,Yes,None,No,No,27,29
283,Kolkata,West Bengal,TRUE,2018-03-07,2024-08-21,,7.3,Lack of Communication,No,No,Reconciliation,Settled,14,Joint,No,1,Low,Yes,Friends,Yes,No,24,28
284,Gurgaon,Haryana,TRUE,2017-07-18,,,8.0,Unrealistic Expectations,No,No,Reconciliation,Reconciled,13,NA,Yes,1,Low,No,NGO,No,No,30,32
285,Gurgaon,Haryana,TRUE,2017-01-31,2024-10-06,,8.4,Work-Life Imbalance,Yes,No,Family Intervention,Settled,20,Mother,No,2,Medium,Yes,NGO,No,No,27,27
286,Mumbai,Maharashtra,TRUE,2018-12-16,2022-05-17,,6.5,Lack of Compatibility,No,Yes,Counseling,Settled,16,NA,No,1,Low,Yes,Friends,No,No,31,31
287,Hyderabad,Telangana,TRUE,2014-03-14,2017-03-15,2017-04-18,3.1,Infidelity,Yes,No,Divorce,Reconciled,19,Mother,Yes,1,Medium,Yes,NGO,No,No,31,37
